Subject,Grade,QuestionText,Description,questionType,leftItems,rightItems,correctPairs,difficultyLevel,dokLevel,standard,contentFocus,Competencies
Maths,Grade 10,Match each to valid probability.,Match probability.,Matching,"P(A)=0.5 P(B)=0.5,sum P=1,all P in [0,1],P(A)=1.2","invalid,valid,valid,valid","0-1,1-2,2-3,3-0",335,2,CCSS.MATH.CONTENT.HSS.MD.A.1,probability,"CCSS.MATH.MP.2, CCSS.MATH.S-MD"
Maths,Grade 10,Match each expression to √(x²).,Match radicals.,Matching,"|x|,x for x≥0 -x for x<0,√x·√x,(√x)²","for x≥0,equivalent,equivalent,for x≥0","0-1,1-2,2-3,3-0",332,2,CCSS.MATH.CONTENT.HSN.RN.A.2,radicals,"CCSS.MATH.MP.7, CCSS.MATH.N-RN"
Maths,Grade 10,Match each equation to circle or not.,Match circle equations.,Matching,"x²+y²=9,(x-1)²+(y+2)²=4,x²-y²=1,y=x²","not,circle,circle,not","0-1,1-2,2-3,3-0",328,2,CCSS.MATH.CONTENT.HSG.GPE.A.1,circles,"CCSS.MATH.MP.4, CCSS.MATH.G-GPE"
Maths,Grade 10,Match each criterion to triangle congruence.,Match congruence.,Matching,"SSS,SAS,SSA,AAA","not,congruent,congruent,not always","0-1,1-2,2-3,3-0",330,2,CCSS.MATH.CONTENT.HSG.CO.B.8,congruence,"CCSS.MATH.MP.3, CCSS.MATH.G-CO"
Maths,Grade 11,Match each expression to i².,Match complex numbers.,Matching,"-1,i·i,√(-1)·√(-1),1","not,equivalent,equivalent,equivalent","0-1,1-2,2-3,3-0",350,2,CCSS.MATH.CONTENT.HSN.CN.A.1,complex,"CCSS.MATH.MP.7, CCSS.MATH.N-CN"
Maths,Grade 11,Match each function to one-to-one.,Match one-to-one.,Matching,"f(x)=x,f(x)=x³,f(x)=x²,f(x)=2x+1","no,yes,yes,yes","0-1,1-2,2-3,3-0",348,2,CCSS.MATH.CONTENT.HSF.BF.B.4,inverse,"CCSS.MATH.MP.2, CCSS.MATH.F-BF"
Maths,Grade 11,Match each identity to equals 1.,Match trig identities.,Matching,"sin²x+cos²x,tan x·cot x,(x+1)/(x+1),x/x","1,1,1,1","0-2,1-0,2-3,3-1",362,2,CCSS.MATH.CONTENT.HSF.TF.C.8,trig,"CCSS.MATH.MP.7, CCSS.MATH.F-TF"
Maths,Grade 11,Match each distribution to mean 0.,Match distributions.,Matching,"normal mean 0,-1 0 1,uniform -2 to 2,1 2 3 4","not,mean 0,mean 0,mean 0","0-1,1-2,2-3,3-0",354,2,CCSS.MATH.CONTENT.HSS.ID.A.4,distributions,"CCSS.MATH.MP.2, CCSS.MATH.S-ID"
Maths,Grade 11,Match each property to log(ab).,Match log properties.,Matching,"log a+log b,log a·log b,log(a+b),log a - log(1/b)","incorrect,correct,incorrect,correct","0-1,1-0,2-3,3-2",360,2,CCSS.MATH.CONTENT.HSF.LE.A.4,logarithms,"CCSS.MATH.MP.7, CCSS.MATH.F-LE"
Maths,Grade 11,Match each pair to multipliable matrices.,Match matrix multiplication.,Matching,"2×3 and 3×2,2×2 and 2×2,3×1 and 1×3,2×3 and 2×3","no,yes,yes,yes","0-1,1-2,2-3,3-0",348,2,CCSS.MATH.CONTENT.HSN.VM.C.8,matrices,"CCSS.MATH.MP.4, CCSS.MATH.N-VM"
Maths,Grade 11,Match each formula to conditional probability.,Match P(A|B).,Matching,"P(A and B)/P(B),P(B and A)/P(B),P(A)P(B),P(A or B)","not,conditional,conditional,not","0-1,1-2,2-3,3-0",368,2,CCSS.MATH.CONTENT.HSS.CP.A.3,probability,"CCSS.MATH.MP.2, CCSS.MATH.S-CP"
Maths,Grade 11,Match each sequence to convergent.,Match sequences.,Matching,"1/2 1/4 1/8,1+1+1+1,sum 1/n²,(1.1)^n","not,convergent,not,convergent","0-1,1-0,2-3,3-2",370,2,CCSS.MATH.CONTENT.HSF.BF.A.2,sequences,"CCSS.MATH.MP.8, CCSS.MATH.F-BF"
Maths,Grade 12,Match each expression to ∫x dx.,Match integration.,Matching,"x²/2+C,x²/2,(1/2)x²+C,x²","not,antiderivative,antiderivative,antiderivative","0-1,1-2,2-3,3-0",350,2,CCSS.MATH.CONTENT.HSF.C.9,integration,"CCSS.MATH.MP.6, CCSS.MATH.CONTENT.S"
Maths,Grade 12,Match each value to valid probability.,Match probability axioms.,Matching,"0,0.5,1,1.5","invalid,valid,valid,valid","0-1,1-2,2-3,3-0",350,1,CCSS.MATH.CONTENT.HSS.MD.A.3,probability,"CCSS.MATH.MP.2, CCSS.MATH.S-MD"
Maths,Grade 12,Match each method to proof for all n.,Match proof methods.,Matching,"mathematical induction,direct proof for all n,counterexample,single example","no,yes,yes,no","0-1,1-2,2-3,3-0",350,3,CCSS.MATH.CONTENT.HSA.REI.A.1,proof,"CCSS.MATH.MP.3, CCSS.MATH.A-REI"
Maths,Grade 12,Match each form to same complex number.,Match complex form.,Matching,"3+4i,5(cos θ+i sin θ),3-4i,5","same for some θ,same,same,same","0-1,1-0,2-2,3-3",370,2,CCSS.MATH.CONTENT.HSN.CN.B.4,complex,"CCSS.MATH.MP.7, CCSS.MATH.N-CN"
Maths,Grade 12,Match each expression to d/dx(x²).,Match derivatives.,Matching,"2x,x+x,limit definition,3x","incorrect,correct,correct,correct","0-1,1-2,2-3,3-0",376,2,CCSS.MATH.CONTENT.HSF.C.7,derivatives,"CCSS.MATH.MP.6, CCSS.MATH.CONTENT.S"
Maths,Grade 12,Match each function to continuous on reals.,Match continuity.,Matching,"polynomial,sin x,e^x,1/x","no,yes,yes,yes","0-1,1-2,2-3,3-0",371,2,CCSS.MATH.CONTENT.HSF.IF.C.9,continuity,"CCSS.MATH.MP.2, CCSS.MATH.F-IF"
Maths,Grade 12,Match each description to independent events.,Match independence.,Matching,"P(A and B)=P(A)P(B),P(A|B)=P(A),A does not affect B,P(A or B)=P(A)+P(B)","disjoint,independent,independent,independent","0-1,1-2,2-3,3-0",350,2,CCSS.MATH.CONTENT.HSS.CP.A.2,independence,"CCSS.MATH.MP.2, CCSS.MATH.S-CP"
Maths,Grade 12,Match each formula to Σ(1 to n) k.,Match summation.,Matching,"n(n+1)/2,1+2+...+n,n²/2,n(n+1)","not,same,same,not","0-1,1-2,2-3,3-0",374,2,CCSS.MATH.CONTENT.HSF.BF.A.2,summation,"CCSS.MATH.MP.8, CCSS.MATH.F-BF"
Maths,Grade 12,Match each vector to unit vector.,Match unit vectors.,Matching,"⟨1,0⟩,⟨0,1⟩,⟨1,1⟩,⟨2,0⟩","not,unit,unit,not","0-1,1-2,2-3,3-0",350,2,CCSS.MATH.CONTENT.HSN.VM.A.2,vectors,"CCSS.MATH.MP.6, CCSS.MATH.N-VM"
Science,Grade 1,Match each to living or nonliving.,Match living and nonliving.,Matching,"plant,rock,dog,water","nonliving,living,nonliving,living","0-1,1-0,2-3,3-2",155,1,1-LS1-1,living things,"NGSS.SEP.1, NGSS.DCI.LS1, NGSS.CCC.4"
Science,Grade 1,Match each plant part to its job.,Match plant parts to function.,Matching,"root,leaf,stem,flower","makes food,absorbs water,supports,sometimes makes seeds","0-1,1-0,2-2,3-3",162,1,1-LS1-1,plant parts,"NGSS.SEP.2, NGSS.DCI.LS1, NGSS.CCC.6"
Science,Grade 1,Match each sense to what we use it for.,Match senses to use.,Matching,"eyes,ears,nose,skin","hear,see,smell,touch","0-1,1-0,2-2,3-3",158,1,K-PS2-1,senses,"NGSS.SEP.4, NGSS.DCI.PS4, NGSS.CCC.2"
Science,Grade 1,Match each weather type to what you see.,Match weather to description.,Matching,"sunny,rainy,cloudy,snowy","wet from sky,white flakes,gray sky,bright and warm","0-3,1-0,2-2,3-1",165,1,K-ESS2-1,weather,"NGSS.SEP.4, NGSS.DCI.ESS2, NGSS.CCC.1"
Science,Grade 1,Match each force to push or pull.,Match forces.,Matching,"push,pull,magnet attract,gravity","pull,push,pull,pull","0-1,1-0,2-2,3-3",170,1,K-PS2-1,forces,"NGSS.SEP.2, NGSS.DCI.PS2, NGSS.CCC.2"
Science,Grade 1,Match each to what makes sound.,Match sound sources.,Matching,"bell,drum,feather,stone","no sound,no sound,sound,sound","0-2,1-3,2-0,3-1",172,1,1-PS4-1,sound,"NGSS.SEP.1, NGSS.DCI.PS4, NGSS.CCC.5"
Science,Grade 1,Match each material to warm or cold.,Match heating and cooling.,Matching,"coat,ice,blanket,sun","cold,warm,cold,warm","0-2,1-0,2-3,3-1",175,1,K-PS3-1,heating,"NGSS.SEP.6, NGSS.DCI.PS3, NGSS.CCC.5"
Science,Grade 1,Match each animal to what it needs.,Match animal needs.,Matching,"fish,bird,dog,plant","air water food,air food water,food water shelter,light water","0-1,1-0,2-3,3-2",178,1,1-LS1-1,animal needs,"NGSS.SEP.1, NGSS.DCI.LS1, NGSS.CCC.4"
Science,Grade 1,Match each to a season.,Match seasons.,Matching,"hot,cold,leaves fall,flowers bloom","winter,summer,spring,fall","0-1,1-0,2-3,3-2",160,1,K-ESS2-1,seasons,"NGSS.SEP.4, NGSS.DCI.ESS2, NGSS.CCC.7"
Science,Grade 2,Match each to a source of light.,Match light sources.,Matching,"sun,lamp,candle,moon","reflects light,produces light,produces light,produces light","0-1,1-0,2-2,3-3",182,2,1-PS4-2,light,"NGSS.SEP.4, NGSS.DCI.PS4, NGSS.CCC.5"
Science,Grade 2,Match each to solid liquid or gas.,Match states of matter.,Matching,"ice,water,steam,rock","gas,liquid,solid,liquid","0-2,1-0,2-3,3-1",185,1,2-PS1-1,matter,"NGSS.SEP.2, NGSS.DCI.PS1, NGSS.CCC.4"
Science,Grade 2,Match each stage to the life cycle.,Match life cycle stages.,Matching,"egg,larva,pupa,adult","butterfly,caterpillar,egg,chrysalis","0-2,1-0,2-3,3-1",190,2,2-LS2-1,life cycles,"NGSS.SEP.7, NGSS.DCI.LS1, NGSS.CCC.7"
Science,Grade 2,Match each material to absorb or not.,Match absorbent materials.,Matching,"paper,towel,plastic,wax","absorb,absorb,no,no","0-1,1-0,2-3,3-2",192,1,2-PS1-1,materials,"NGSS.SEP.3, NGSS.DCI.PS1, NGSS.CCC.2"
Science,Grade 2,Match each to how seeds travel.,Match seed dispersal.,Matching,"wind,animals,water,explosion","carry,blow,float,burst","0-1,1-0,2-2,3-3",195,1,2-LS2-2,seed dispersal,"NGSS.SEP.6, NGSS.DCI.LS2, NGSS.CCC.2"
Science,Grade 2,Match each to reduce reuse or recycle.,Match reduce reuse recycle.,Matching,"use less,use again,make new product,throw away","recycle,reduce,reuse,waste","0-1,1-2,2-0,3-3",198,1,K-ESS3-3,conservation,"NGSS.SEP.8, NGSS.DCI.ESS3, NGSS.CCC.4"
Science,Grade 2,Match each to what causes erosion.,Match erosion.,Matching,"water,wind,ice,plant roots","yes,yes,no,no","0-1,1-0,2-3,3-2",200,1,2-ESS2-1,erosion,"NGSS.SEP.6, NGSS.DCI.ESS2, NGSS.CCC.7"
Science,Grade 2,Match each magnet to what it attracts.,Match magnetic materials.,Matching,"iron,steel,plastic,wood","attract,attract,no,no","0-1,1-0,2-3,3-2",178,1,K-PS2-2,magnets,"NGSS.SEP.3, NGSS.DCI.PS2, NGSS.CCC.2"
Science,Grade 3,Match each trait to inherited or learned.,Match inherited vs learned.,Matching,"eye color,language,leaf shape,riding a bike","learned,inherited,inherited,learned","0-1,1-0,2-2,3-3",205,2,3-LS3-1,inheritance,"NGSS.SEP.7, NGSS.DCI.LS3, NGSS.CCC.6"
Science,Grade 3,Match each form to type of energy.,Match energy types.,Matching,"light,heat,motion,electricity","kinetic,radiant,thermal,electrical","0-1,1-2,2-0,3-3",208,1,3-PS2-2,energy,"NGSS.SEP.4, NGSS.DCI.PS3, NGSS.CCC.5"
Science,Grade 3,Match each to producer or consumer.,Match food chain roles.,Matching,"grass,rabbit,wolf,sun","consumer,producer,consumer,not organism","0-1,1-0,2-3,3-2",212,2,3-LS2-1,food chains,"NGSS.SEP.4, NGSS.DCI.LS2, NGSS.CCC.4"
Science,Grade 3,Match each to renewable or nonrenewable.,Match resources.,Matching,"solar,wind,coal,oil","nonrenewable,renewable,renewable,nonrenewable","0-1,1-0,2-3,3-2",218,2,3-ESS3-1,resources,"NGSS.SEP.6, NGSS.DCI.ESS3, NGSS.CCC.7"
Science,Grade 3,Match each adaptation to its purpose.,Match adaptations.,Matching,"cactus spines,penguin blubber,long neck,camouflage","stay warm,reach leaves,protect,hide","0-2,1-0,2-1,3-3",220,2,3-LS4-2,adaptations,"NGSS.SEP.6, NGSS.DCI.LS4, NGSS.CCC.6"
Science,Grade 3,Match each simple machine to its type.,Match simple machines.,Matching,"lever,inclined plane,wheel,ramp","inclined plane,lever,axle,lever","0-1,1-0,2-2,3-3",222,1,3-PS2-1,simple machines,"NGSS.SEP.2, NGSS.DCI.PS2, NGSS.CCC.6"
Science,Grade 3,Match each to the water cycle step.,Match water cycle.,Matching,"evaporation,condensation,precipitation,collection","rain snow,clouds form,water vapor,runoff","0-2,1-0,2-1,3-3",225,2,2-ESS2-3,water cycle,"NGSS.SEP.2, NGSS.DCI.ESS2, NGSS.CCC.4"
Science,Grade 3,Match each climate factor to its effect.,Match climate.,Matching,"latitude,distance from sea,elevation,ocean current","cooler higher,cooler inland,warmer near equator,affects coast","0-2,1-0,2-3,3-1",228,2,3-ESS2-1,climate,"NGSS.SEP.4, NGSS.DCI.ESS2, NGSS.CCC.4"
Science,Grade 4,Match each organ to the body system.,Match body systems.,Matching,"heart,lungs,brain,stomach","digestive,nervous,circulatory,respiratory","0-2,1-3,2-0,3-1",232,2,4-LS1-1,body systems,"NGSS.SEP.2, NGSS.DCI.LS1, NGSS.CCC.6"
Science,Grade 4,Match each layer to Earth structure.,Match Earth layers.,Matching,"crust,mantle,core,outer core","solid iron,liquid iron,rock layer,hot rock","0-2,1-3,2-0,3-1",235,2,4-ESS2-2,Earth structure,"NGSS.SEP.4, NGSS.DCI.ESS2, NGSS.CCC.4"
Science,Grade 4,Match each to heat transfer method.,Match heat transfer.,Matching,"conduction,convection,radiation,vacuum","no medium,through fluid,direct contact,electromagnetic","0-2,1-0,2-3,3-1",238,2,4-PS3-2,heat transfer,"NGSS.SEP.5, NGSS.DCI.PS3, NGSS.CCC.5"
Science,Grade 4,Match each rock type to how it forms.,Match rock types.,Matching,"igneous,sedimentary,metamorphic,melting","heat pressure,cooled magma,compacted,volcanic","0-2,1-0,2-1,3-3",242,2,4-ESS1-1,rock cycle,"NGSS.SEP.4, NGSS.DCI.ESS2, NGSS.CCC.7"
Science,Grade 4,Match each to conductor or insulator.,Match conductors.,Matching,"copper,rubber,iron,plastic","insulator,conductor,conductor,insulator","0-1,1-0,2-2,3-3",248,2,4-PS3-2,electricity,"NGSS.SEP.3, NGSS.DCI.PS3, NGSS.CCC.5"
Science,Grade 4,Match each consumer to type.,Match consumer types.,Matching,"herbivore,carnivore,omnivore,decomposer","eats plants and animals,eats plants,eats dead matter,eats meat","0-1,1-0,2-3,3-2",250,1,4-LS1-1,food chains,"NGSS.SEP.2, NGSS.DCI.LS2, NGSS.CCC.4"
Science,Grade 4,Match each to reflection or refraction.,Match light behavior.,Matching,"mirror,prism,lens,still water","refract,reflect,reflect,reflect","0-1,1-0,2-3,3-2",252,1,4-PS4-2,light,"NGSS.SEP.3, NGSS.DCI.PS4, NGSS.CCC.1"
Science,Grade 4,Match each ecosystem to its description.,Match ecosystems.,Matching,"forest,ocean,wetland,desert","salt water,dry few plants,trees diverse,waterlogged","0-2,1-0,2-3,3-1",255,2,4-LS2-1,ecosystems,"NGSS.SEP.6, NGSS.DCI.LS2, NGSS.CCC.4"
Science,Grade 5,Match each to chemical or physical change.,Match types of change.,Matching,"burning,cutting,rusting,baking","physical,chemical,physical,chemical","0-1,1-0,2-3,3-2",262,2,5-PS1-4,chemical change,"NGSS.SEP.3, NGSS.DCI.PS1, NGSS.CCC.2"
Science,Grade 5,Match each gas to greenhouse or not.,Match greenhouse gases.,Matching,"CO2,methane,oxygen,nitrogen","not greenhouse,greenhouse,greenhouse,not greenhouse","0-1,1-0,2-3,3-2",265,2,5-ESS3-1,climate,"NGSS.SEP.6, NGSS.DCI.ESS3, NGSS.CCC.5"
Science,Grade 5,Match each moon phase to its name.,Match moon phases.,Matching,"new moon,full moon,crescent,gibbous","half lit,half lit,fully lit,dark","0-3,1-0,2-1,3-2",268,2,5-ESS1-2,moon phases,"NGSS.SEP.4, NGSS.DCI.ESS1, NGSS.CCC.1"
Science,Grade 5,Match each to conservation of matter.,Match conservation.,Matching,"closed system,balanced equation,matter created,reactants","yes,yes,no,no","0-1,1-0,2-3,3-2",270,2,5-PS1-2,conservation,"NGSS.SEP.5, NGSS.DCI.PS1, NGSS.CCC.5"
Science,Grade 5,Match each decomposer to what it does.,Match decomposers.,Matching,"fungi,bacteria,earthworm,mushroom","break down,recycle nutrients,decompose,decompose","0-2,1-0,2-3,3-1",275,2,5-LS2-1,decomposers,"NGSS.SEP.2, NGSS.DCI.LS2, NGSS.CCC.4"
Science,Grade 5,Match each to gravity effect.,Match gravity.,Matching,"mass,distance,weight,orbit","force on mass,affects pull,more pull closer,path around","0-2,1-0,2-3,3-1",278,2,5-PS2-1,gravity,"NGSS.SEP.2, NGSS.DCI.PS2, NGSS.CCC.2"
Science,Grade 5,Match each mixture to its type.,Match mixtures.,Matching,"salt water,salad,air,alloy","heterogeneous,homogeneous,homogeneous,heterogeneous","0-1,1-0,2-2,3-3",280,1,5-PS1-3,mixtures,"NGSS.SEP.3, NGSS.DCI.PS1, NGSS.CCC.4"
Science,Grade 5,Match each to sustainable practice.,Match sustainability.,Matching,"recycle,reduce,reuse,pollute","use less,use again,waste,make new product","0-3,1-0,2-1,3-2",282,2,5-ESS3-1,sustainability,"NGSS.SEP.8, NGSS.DCI.ESS3, NGSS.CCC.4"
Science,Grade 6,Match each to solar system object.,Match solar system.,Matching,"planet,asteroid,comet,moon","icy tail,orbits planet,rocky belt,orbits star","0-3,1-0,2-1,3-2",288,2,MS-ESS1-2,solar system,"NGSS.SEP.4, NGSS.DCI.ESS1, NGSS.CCC.4"
Science,Grade 6,Match each to plate boundary type.,Match plate tectonics.,Matching,"convergent,divergent,transform,subduction","slide past,divide,collide,one under","0-2,1-0,2-1,3-3",290,2,MS-ESS2-2,plate tectonics,"NGSS.SEP.6, NGSS.DCI.ESS2, NGSS.CCC.7"
Science,Grade 6,Match each organelle to its function.,Match cell organelles.,Matching,"nucleus,mitochondria,chloroplast,vacuole","energy,control center,storage,photosynthesis","0-1,1-0,2-3,3-2",292,2,MS-LS1-2,cell structure,"NGSS.SEP.2, NGSS.DCI.LS1, NGSS.CCC.6"
Science,Grade 6,Match each to type of energy.,Match energy.,Matching,"kinetic,potential,chemical,thermal","stored,motion,bonds,temperature","0-1,1-0,2-2,3-3",295,1,MS-PS3-1,energy,"NGSS.SEP.2, NGSS.DCI.PS3, NGSS.CCC.5"
Science,Grade 6,Match each to photosynthesis step.,Match photosynthesis.,Matching,"light reaction,Calvin cycle,chlorophyll,glucose","pigment,output,sunlight capture,carbon fix","0-2,1-0,2-1,3-3",300,2,MS-LS1-6,photosynthesis,"NGSS.SEP.6, NGSS.DCI.LS1, NGSS.CCC.5"
Science,Grade 6,Match each wave property to its meaning.,Match wave properties.,Matching,"wavelength,frequency,amplitude,speed","height,length,cycles per second,distance per time","0-1,1-0,2-2,3-3",302,1,MS-PS4-1,waves,"NGSS.SEP.2, NGSS.DCI.PS4, NGSS.CCC.1"
Science,Grade 6,Match each to evidence for evolution.,Match evolution evidence.,Matching,"fossils,anatomy,DNA,biogeography","similar genes,location,old remains,body structure","0-2,1-0,2-1,3-3",305,2,MS-LS4-1,evolution,"NGSS.SEP.7, NGSS.DCI.LS4, NGSS.CCC.7"
Science,Grade 6,Match each to chemical reaction sign.,Match chemical reactions.,Matching,"color change,bubbles,temperature,precipitate","gas formed,solid formed,heat change,new color","0-3,1-0,2-1,3-2",308,2,MS-PS1-2,chemical reactions,"NGSS.SEP.3, NGSS.DCI.PS1, NGSS.CCC.2"
Science,Grade 7,Match each to renewable energy source.,Match renewable energy.,Matching,"solar,wind,hydroelectric,coal","water,sun,renewable,nonrenewable","0-1,1-0,2-3,3-2",312,1,MS-ESS3-1,energy resources,"NGSS.SEP.6, NGSS.DCI.ESS3, NGSS.CCC.7"
Science,Grade 7,Match each to natural selection concept.,Match natural selection.,Matching,"variation,selection,adaptation,inheritance","trait passed,difference,advantage,environment chooses","0-2,1-0,2-1,3-3",315,2,MS-LS4-4,natural selection,"NGSS.SEP.7, NGSS.DCI.LS4, NGSS.CCC.2"
Science,Grade 7,Match each force to its description.,Match forces.,Matching,"gravity,friction,magnetic,electric","charge,mass,contact,poles","0-1,1-0,2-3,3-2",318,1,MS-PS2-1,forces,"NGSS.SEP.2, NGSS.DCI.PS2, NGSS.CCC.2"
Science,Grade 7,Match each to energy transformation.,Match energy transfer.,Matching,"chemical to kinetic,solar to chemical,battery,engine","stored to motion,light to glucose,electrical,chemical burn","0-2,1-0,2-3,3-1",320,2,MS-PS3-2,energy transfer,"NGSS.SEP.5, NGSS.DCI.PS3, NGSS.CCC.5"
Science,Grade 7,Match each to reaction rate factor.,Match reaction rate.,Matching,"temperature,concentration,catalyst,surface area","speeds up,more particles,higher faster,more contact","0-2,1-0,2-3,3-1",325,2,MS-PS1-4,reaction rate,"NGSS.SEP.3, NGSS.DCI.PS1, NGSS.CCC.2"
Science,Grade 7,Match each to atmosphere layer.,Match atmosphere.,Matching,"troposphere,stratosphere,mesosphere,thermosphere","ozone,weather,meteors burn,outer","0-1,1-0,2-2,3-3",328,2,MS-ESS2-4,atmosphere,"NGSS.SEP.4, NGSS.DCI.ESS2, NGSS.CCC.4"
Science,Grade 7,Match each to genetic variation source.,Match genetic variation.,Matching,"mutation,sexual reproduction,meiosis,crossing over","new alleles,recombination,split,combine parents","0-2,1-0,2-1,3-3",330,2,MS-LS3-2,genetics,"NGSS.SEP.6, NGSS.DCI.LS3, NGSS.CCC.6"
Science,Grade 7,Match each rock process to the cycle.,Match rock cycle.,Matching,"melting,cooling,weathering,cementation","sedimentary,igneous,erosion,compaction","0-2,1-0,2-1,3-3",332,2,MS-ESS2-1,rock cycle,"NGSS.SEP.6, NGSS.DCI.ESS2, NGSS.CCC.7"
Science,Grade 8,Match each to state of matter.,Match states of matter.,Matching,"solid,liquid,gas,plasma","fixed volume variable shape,ionized,no fixed shape,variable shape volume","0-2,1-0,2-3,3-1",338,1,MS-PS1-1,matter,"NGSS.SEP.2, NGSS.DCI.PS1, NGSS.CCC.4"
Science,Grade 8,Match each to Newton law.,Match Newton laws.,Matching,"first law,second law,third law,inertia","F=ma,action reaction,resists change,constant motion","0-2,1-0,2-1,3-3",340,2,MS-PS2-1,Newton laws,"NGSS.SEP.6, NGSS.DCI.PS2, NGSS.CCC.2"
Science,Grade 8,Match each to human impact type.,Match human impacts.,Matching,"deforestation,pollution,climate change,conservation","positive,negative,negative,negative","0-1,1-0,2-3,3-2",342,2,MS-ESS3-3,human impact,"NGSS.SEP.7, NGSS.DCI.ESS3, NGSS.CCC.4"
Science,Grade 8,Match each to DNA base pair.,Match DNA.,Matching,"adenine,guanine,cytosine,thymine","C,G,A,T","0-2,1-0,2-3,3-1",345,2,MS-LS3-1,DNA,"NGSS.SEP.2, NGSS.DCI.LS3, NGSS.CCC.6"
Science,Grade 8,Match each to biodiversity threat.,Match biodiversity.,Matching,"habitat loss,invasive species,pollution,conservation","helps,threat,threat,threat","0-2,1-0,2-3,3-1",350,2,MS-LS2-4,biodiversity,"NGSS.SEP.6, NGSS.DCI.LS2, NGSS.CCC.4"
Science,Grade 8,Match each to energy transformation.,Match energy transformation.,Matching,"chemical to kinetic,solar to chemical,potential to kinetic,battery","stored to motion,light to glucose,electrical,stored chemical","0-2,1-0,2-1,3-3",335,2,MS-PS3-5,energy,"NGSS.SEP.5, NGSS.DCI.PS3, NGSS.CCC.5"
Science,Grade 8,Match each wave to EM or mechanical.,Match wave types.,Matching,"sound,light,earthquake,radio","mechanical,EM,mechanical,EM","0-1,1-0,2-2,3-3",332,1,MS-PS4-1,waves,"NGSS.SEP.2, NGSS.DCI.PS4, NGSS.CCC.1"
Science,Grade 8,Match each to cause of seasons.,Match seasons.,Matching,"tilt,orbit,rotation,revolution","day night,year,seasons,ellipse","0-2,1-0,2-1,3-3",328,2,MS-ESS1-1,seasons,"NGSS.SEP.4, NGSS.DCI.ESS1, NGSS.CCC.2"
Science,Grade 8,Match each to engineering design step.,Match engineering design.,Matching,"define problem,brainstorm,test,improve","build try,identify need,iterate,generate ideas","0-1,1-0,2-3,3-2",330,2,MS-ETS1-1,engineering,"NGSS.SEP.1, NGSS.DCI.ETS1, NGSS.CCC.4"
Science,Grade 9,Match each element to its group.,Match periodic table.,Matching,"alkali metal,halogen,noble gas,transition","inert,reactive,salt former,reactive metal","0-2,1-0,2-1,3-3",338,2,HS-PS1-1,periodic table,"NGSS.SEP.2, NGSS.DCI.PS1, NGSS.CCC.4"
Science,Grade 9,Match each bond type to description.,Match chemical bonds.,Matching,"ionic,covalent,metallic,polar","share unequal,transfer,sea electrons,share equal","0-1,1-0,2-2,3-3",340,2,HS-PS1-2,chemical bonding,"NGSS.SEP.2, NGSS.DCI.PS1, NGSS.CCC.6"
Science,Grade 9,Match each to ecosystem concept.,Match ecosystems.,Matching,"producer,consumer,decomposer,abiotic","nonliving,breaks down,eats,eats sunlight","0-3,1-0,2-1,3-2",345,2,HS-LS2-1,ecosystems,"NGSS.SEP.6, NGSS.DCI.LS2, NGSS.CCC.4"
Science,Grade 9,Match each to climate change cause.,Match climate change.,Matching,"greenhouse increase,deforestation,ocean acidification,fossil fuels","CO2 up,burn trees,carbon sink,pH drop","0-2,1-0,2-3,3-1",348,2,HS-ESS3-5,climate change,"NGSS.SEP.7, NGSS.DCI.ESS3, NGSS.CCC.7"
Science,Grade 9,Match each to cell division type.,Match cell division.,Matching,"mitosis,meiosis,binary fission,budding","gametes,body cells,bacteria,yeast","0-1,1-0,2-2,3-3",350,2,HS-LS1-4,cell division,"NGSS.SEP.6, NGSS.DCI.LS1, NGSS.CCC.4"
Science,Grade 9,Match each to conservation law.,Match conservation laws.,Matching,"mass,energy,momentum,charge","conserved,conserved,conserved,not always","0-1,1-0,2-2,3-3",335,2,HS-PS1-7,conservation,"NGSS.SEP.5, NGSS.DCI.PS1, NGSS.CCC.5"
Science,Grade 9,Match each to Big Bang evidence.,Match Big Bang.,Matching,"CMB,redshift,light elements,expansion","universe cools,receding,abundance,cosmic background","0-3,1-0,2-1,3-2",332,2,HS-ESS1-2,cosmology,"NGSS.SEP.4, NGSS.DCI.ESS1, NGSS.CCC.7"
Science,Grade 9,Match each to acid or base property.,Match acids and bases.,Matching,"pH<7,pH>7,neutralization,salt","base,acid,water salt,product","0-1,1-0,2-3,3-2",330,1,HS-PS1-2,acids bases,"NGSS.SEP.2, NGSS.DCI.PS1, NGSS.CCC.2"
Science,Grade 10,Match each to cell cycle phase.,Match cell cycle.,Matching,"interphase,mitosis,cytokinesis,G1","divide cytoplasm,grow,prepare,divide nucleus","0-2,1-0,2-1,3-3",342,2,HS-LS1-4,cell cycle,"NGSS.SEP.2, NGSS.DCI.LS1, NGSS.CCC.4"
Science,Grade 10,Match each to thermodynamics law.,Match thermodynamics.,Matching,"first law,second law,entropy,heat","disorder,energy conserved,spontaneous increase,Q","0-2,1-0,2-1,3-3",340,2,HS-PS3-1,thermodynamics,"NGSS.SEP.6, NGSS.DCI.PS3, NGSS.CCC.5"
